Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR9394724,2020-01-01 00:28:55,2019-07-24 20:01:44,384,328413,0,855,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9394/SRR9394724/SRR9394724.1,SRX6160025,V2205PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,E1AB8B21983EAB9BD15969CA7B73A224,2B4D3B7B3AE9719120769CEF04E8DD45
SRR9394725,2020-01-01 00:28:55,2019-07-24 20:01:44,384,313887,0,817,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9394/SRR9394725/SRR9394725.1,SRX6160026,V2206PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,24FC4559BAC6B6C549787A87186086A7,9D5831172E6A9E2CE2EA6019EC69E983
SRR9394726,2020-01-01 00:28:55,2019-07-24 20:01:44,192,159521,0,830,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9394/SRR9394726/SRR9394726.1,SRX6160027,V2207PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,CA47F2EE6E3D39B4D3C989B10FAC0C0D,22BC3177A589C29DFCCE0BF50EC9AC74
SRR9394727,2020-01-01 00:28:55,2019-07-24 20:01:44,192,162855,0,848,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9394/SRR9394727/SRR9394727.1,SRX6160028,V2208PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,7B4DFBE4A56B6A97FA88FF3BAABD9A94,5D7A9EEEB0B6CF48AD927278672509A4
SRR9394728,2020-01-01 00:28:55,2019-07-24 20:01:45,192,163277,0,850,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9394/SRR9394728/SRR9394728.1,SRX6160029,V2209PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,D366DBE64A486807FD2FEEBF9A2ED6C5,57203B5C16F21394E5B3730A01060D3C
SRR9394729,2020-01-01 00:28:55,2019-07-24 20:01:47,192,161865,0,843,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9394/SRR9394729/SRR9394729.1,SRX6160030,V2210PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,A43324EA2453BD5AD74560C5648A78DB,EFC93F1ACE103D2F8C6C9CBA7D96F69D
SRR9394730,2020-01-01 00:28:55,2019-07-24 20:01:47,192,160789,0,837,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9394/SRR9394730/SRR9394730.1,SRX6160031,V2211PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,ACBB298CF07BB98AF26ABEFA7E803FC8,C2E7D11FDC075971AB72D21E3F5B9B5F
SRR9394731,2020-01-01 00:28:55,2019-07-24 20:01:48,192,167422,0,871,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9394/SRR9394731/SRR9394731.1,SRX6160032,V2212PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,5416E8CBF3A435E09DB9197CF99D3E92,A3D214E187CEB3A1AF306419472100D8
SRR9394732,2020-01-01 00:28:55,2019-07-24 20:01:49,192,166883,0,869,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9394/SRR9394732/SRR9394732.1,SRX6160033,V2213PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,D0A7AC96812D2E0F4747B7300CFFE02E,C6F01205F1AB09E561F1572D952780FE
SRR9394733,2020-01-01 00:28:57,2019-07-24 20:01:50,576,494214,0,858,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9394/SRR9394733/SRR9394733.1,SRX6160178,V2214PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,840A6DD58196BD90DA242390F73911B5,8573A3BA5A3F509F3189051BE261B562
SRR9394734,2020-01-01 00:28:57,2019-07-24 20:01:50,192,165238,0,860,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9394/SRR9394734/SRR9394734.1,SRX6160179,V2215PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,FBE87C1728E73D88529F0109C2ED5AFC,778D2D9967536AC05095DD790BB360EA
SRR9394735,2020-01-01 00:28:57,2019-07-24 20:01:34,192,156657,0,815,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9394/SRR9394735/SRR9394735.1,SRX6160180,V2216PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,97B64F59F88CC6D4AD2F0F736A89EB12,F19593A7228AABDB356A716115FE58AC
SRR9394736,2020-01-01 00:28:57,2019-07-24 20:01:35,192,163785,0,853,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9394/SRR9394736/SRR9394736.1,SRX6160181,V2217PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,439936ED903FAE90A6D187934C8D493E,1AB3141CA56383F57C8319BC9A85C209
SRR9394737,2020-01-01 00:28:57,2019-07-24 20:01:35,384,335069,0,872,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9394/SRR9394737/SRR9394737.1,SRX6160182,V2218PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,0965E70ADBAF328D0B597289C20825F0,4D194F25B8A28958704898AF4321B2D3
SRR9394738,2020-01-01 00:28:57,2019-07-24 20:02:56,192,158417,0,825,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9394/SRR9394738/SRR9394738.1,SRX6160183,V2219PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,631624D2A7AB77E8F1A701998A6C1379,7424AA2903A280F2A3D8941A475D7694
SRR9394739,2020-01-01 00:28:57,2019-07-24 20:02:57,192,159394,0,830,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR009/9394/SRR9394739/SRR9394739.1,SRX6160184,V2220PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,0C331EF6583BFE9CB127A3285ABDBCCB,EDB1C749D136365DC49C22D49BF8FDD0
SRR9394740,2020-01-01 00:28:57,2019-07-24 20:02:57,192,155656,0,810,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR009/9394/SRR9394740/SRR9394740.1,SRX6160185,V2221PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,541DDB628D14BF8E7344614990C5E84E,965DBB0C40EB4727B01E56533C47D10A
SRR9394741,2020-01-01 00:28:57,2019-07-24 20:02:57,384,339015,0,882,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR009/9394/SRR9394741/SRR9394741.1,SRX6160186,V2222PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,936A911A0396AAD747E57467795A9569,B0F6A53EB05E65A1E3FCEBA891D3687E
SRR9394742,2020-01-01 00:28:57,2019-07-24 20:02:59,192,160234,0,834,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9394/SRR9394742/SRR9394742.1,SRX6160187,V2223PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,E6C27DC514F9340904613275595FE954,C64DCF8AC833E3006AE754D25F444E07
SRR9394743,2020-01-01 00:28:57,2019-07-24 20:02:59,192,157363,0,819,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR009/9394/SRR9394743/SRR9394743.1,SRX6160188,V2224PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,EAA965D5C58A2954F1D6BC8D73B5CCE1,F662959B69EB4262970E7FB654169103
SRR9394744,2020-01-01 00:28:57,2019-07-24 20:02:59,384,336905,0,877,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR009/9394/SRR9394744/SRR9394744.1,SRX6160189,V2225PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,2A603CB3B2F21F46D718FED5841326F5,FC69F5D55E3219A54D4058782FE04DBA
SRR9394745,2020-01-01 00:28:57,2019-07-24 20:03:00,192,162518,0,846,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR009/9394/SRR9394745/SRR9394745.1,SRX6160190,V2226PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,E8DB2B43FF1999CC0A2E34E9F5E0210B,917F3C119C9A3EA5059B7CDCD3F5B092
SRR9394746,2020-01-01 00:28:57,2019-07-24 20:03:00,384,319207,0,831,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR009/9394/SRR9394746/SRR9394746.1,SRX6160191,V2227PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,7A171A2E085C2AFFFD7A1C9E9A23DBDB,1F0FF090AED8A4B881539CC97328C4B0
SRR9394747,2020-01-01 00:28:57,2019-07-24 20:03:01,192,165051,0,859,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9394/SRR9394747/SRR9394747.1,SRX6160192,V2228PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,9A9E24098D44132B300F71B3C7740BC2,CCCC794EEDE676B54E835A0001C84E95
SRR9394748,2020-01-01 00:28:57,2019-07-24 20:03:02,384,319666,0,832,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR009/9394/SRR9394748/SRR9394748.1,SRX6160193,V2229PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,BC685F0EBFE980787D11F304B2D01F87,35AD96A1DA7F397FCF4D0D016FD47C84
SRR9394749,2020-01-01 00:28:57,2019-07-24 20:03:02,384,326222,0,849,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR009/9394/SRR9394749/SRR9394749.1,SRX6160194,V2230PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,2F6BACF7A3186FED475416FBC1D31BDB,4686DEC7FC06DC84FB1739DDF32BC370
SRR9394750,2020-01-01 00:28:57,2019-07-24 20:03:03,192,166873,0,869,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR009/9394/SRR9394750/SRR9394750.1,SRX6160195,V2231PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,4AF3E0892F6844A29082B60EDCD18B83,92AA2E7FDB120EE2B3F96473430CBCBC
SRR9394751,2020-01-01 00:28:57,2019-07-24 20:03:03,192,167237,0,871,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR009/9394/SRR9394751/SRR9394751.1,SRX6160196,V2232PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,FDB76CB0DCAA56A1A8EF752B14588165,264FBC6AE867C1FD09F861D0D15D91EB
SRR9394752,2020-01-01 00:28:57,2019-07-24 20:03:03,384,327939,0,854,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR009/9394/SRR9394752/SRR9394752.1,SRX6160197,V2233PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,75579FE90A9C998C7AD548030B0FAE6C,127075A33DA4885C7E4F1B0FA7E67161
SRR9394753,2020-01-01 00:28:57,2019-07-24 20:03:03,192,163560,0,851,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9394/SRR9394753/SRR9394753.1,SRX6160198,V2234PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,71E3D6A4EC19A7822537CEDAA216C393,EDED3F78D71D139A0BBB2E308558E046
SRR9394754,2020-01-01 00:28:57,2019-07-24 20:03:04,384,325967,0,848,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR009/9394/SRR9394754/SRR9394754.1,SRX6160199,V2235PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,EC88AD344EFE996C2494E01CB0A5734D,5682B3044B860E3273907135D55F794C
SRR9394755,2020-01-01 00:28:57,2019-07-24 20:03:05,768,712181,0,927,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR009/9394/SRR9394755/SRR9394755.1,SRX6160200,V2236PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,BBA54062769F0E36212FEA8B528C8335,98E57E7CD21232D180F1EA29ABAF1DFF
SRR9394756,2020-01-01 00:28:57,2019-07-24 20:03:05,576,485974,0,843,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR009/9394/SRR9394756/SRR9394756.1,SRX6160201,V2237PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,191E2D052158F81813C8BBF8F83AA804,5B087F7B25AF02626716F34F4919042F
SRR9394757,2020-01-01 00:28:58,2019-07-24 20:03:06,768,684615,0,891,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR009/9394/SRR9394757/SRR9394757.1,SRX6160202,V2238PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,55DCFD02E76D3AEC5F152EF588513978,C7F6988E20C94870B898A56BED527561
SRR9394758,2020-01-01 00:28:58,2019-07-24 20:03:06,576,559505,0,971,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR009/9394/SRR9394758/SRR9394758.1,SRX6160203,V2239PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,BD6ADB27634A94F35BD258A327C62085,06F0291D48DE3679D3B86721893F6653
SRR9394759,2020-01-01 00:28:58,2019-07-24 20:03:06,384,329987,0,859,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR009/9394/SRR9394759/SRR9394759.1,SRX6160204,V2240PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,F49D9C17BCA1DEFA5B663B4D4E99B24B,5CC91DFF80848E87525F9B4C7609911A
SRR9394760,2020-01-01 00:28:58,2019-07-24 20:03:07,768,690497,0,899,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9394/SRR9394760/SRR9394760.1,SRX6160205,V2241PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,2EE60A1D5D7CB36384199A20D107E7C9,A1387CEA7979928482BE57F101543B91
SRR9394761,2020-01-01 00:28:58,2019-07-24 20:03:07,576,503294,0,873,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9394/SRR9394761/SRR9394761.1,SRX6160206,V2242PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,7F17B8CD72B909B19CA220817804EFD3,3A8D926480D4CA81B124AD0D745BC5DD
SRR9394762,2020-01-01 00:28:58,2019-07-24 20:03:08,192,167459,0,872,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR009/9394/SRR9394762/SRR9394762.1,SRX6160207,V2243PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,2F52A226049BF3C6604979B148E0BEED,B0E6B9BA79E23CF1914B5FD50CC261BA
SRR9394763,2020-01-01 00:28:58,2019-07-24 20:03:09,384,381557,0,993,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR009/9394/SRR9394763/SRR9394763.1,SRX6160208,V2244PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,9FBAFC1437AF4079188BD12EB454DA2F,0B61B5E9B6FAEB40FCEB4AF69BB1A821
SRR9394764,2020-01-01 00:28:58,2019-07-24 20:03:09,192,163379,0,850,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR009/9394/SRR9394764/SRR9394764.1,SRX6160209,V2245PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,CE9FE96F843E78C29D87FEDA2C44BFEB,34A440DE3F166FF6E30B083162DA2C40
SRR9394765,2020-01-01 00:28:58,2019-07-24 20:04:33,192,156678,0,816,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR009/9394/SRR9394765/SRR9394765.1,SRX6160210,V2246PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,6C4F39893C6885E8D7526CE0BBD494D0,BBAC0858554CF2BA942EA1D088F8FDD7
SRR9394766,2020-01-01 00:28:58,2019-07-24 20:03:38,192,163813,0,853,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR009/9394/SRR9394766/SRR9394766.1,SRX6160211,V2247PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,4EFDE3F22742588562B021AC0D449FB5,07A00410288B1145E96178564498615A
SRR9394767,2020-01-01 00:28:58,2019-07-24 20:03:38,192,161198,0,839,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR009/9394/SRR9394767/SRR9394767.1,SRX6160212,V2248PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,4505C069AD35F13A0A9F0E3562628A72,4445A9105C645C7C52148AE3DCDD53EE
SRR9394768,2020-01-01 00:28:58,2019-07-24 20:03:39,768,672603,0,875,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9394/SRR9394768/SRR9394768.1,SRX6160213,V2249PCR1,RNA-Seq,unspecified,GENOMIC,SINGLE,0,0,CAPILLARY,AB 310 Genetic Analyzer,SRP202294,,,0,SRS5003210,SAMN12110434,simple,12637,Dengue virus,BI DENGUE VIRUS,,,,,,,no,,,,,BI,SRA902598,,public,6E267EC87C5D0779FC96555DD0EE4D7A,68B14FA8D558169D1BB6614889A90CCD
